Declaration date,,Declaration date,,
9/18/07,,39343.00 ,,
10/22/07,,39377.00 ,,
12/27/06,,39078.00 ,,
1/15/07,,39097.00 ,,
9/18/07,,39343.00 ,,
1/31/08,,39478.00 ,,
11/4/10,,40486.00 ,,
12/15/06,,39066.00 ,,
1/11/07,,39093.00 ,,
8/27/09,,40052.00 ,,
6/4/10,,40333.00 ,,
12/24/10,,40536.00 ,,
6/27/11,,40721.00 ,,
1/25/07,,39107.00 ,,
12/28/06,,39079.00 ,,
8/2/10,,40392.00 ,,
10/28/08,,39749.00 ,,
4/28/11,,40661.00 ,,
2/27/09,,39871.00 ,,
5/24/11,,40687.00 ,,
2/25/11,,40599.00 ,,
2/27/09,,39871.00 ,,
4/24/09,,39927.00 ,,
2/11/11,,40585.00 ,,
5/24/11,,40687.00 ,,
12/24/09,,40171.00 ,,
9/2/10,,40423.00 ,,
11/4/10,,40486.00 ,,
6/27/11,,40721.00 ,,
8/25/08,,39685.00 ,,
4/27/10,,40295.00 ,,
9/2/10,,40423.00 ,,
1/26/07,,39108.00 ,,
2/9/07,,39122.00 ,,
9/2/10,,40423.00 ,,
1/15/07,,39097.00 ,,
1/25/11,,40568.00 ,,
6/24/09,,39988.00 ,,
10/20/08,,39741.00 ,,
1/27/10,,40205.00 ,,
3/31/11,,40633.00 ,,
9/2/10,,40423.00 ,,
12/24/10,,40536.00 ,,
8/17/06,,38946.00 ,,
8/21/07,,39315.00 ,,
5/26/09,,39959.00 ,,
6/29/10,,40358.00 ,,
6/27/11,,40721.00 ,,
12/24/10,,40536.00 ,,
6/27/11,,40721.00 ,,
6/24/09,,39988.00 ,,
12/4/08,,39786.00 ,,
9/22/09,,40078.00 ,,
12/24/09,,40171.00 ,,
11/27/09,,40144.00 ,,
5/26/09,,39959.00 ,,
8/25/08,,39685.00 ,,
11/4/10,,40486.00 ,,
12/1/10,,40513.00 ,,
10/29/09,,40115.00 ,,
9/28/10,,40449.00 ,,
9/2/10,,40423.00 ,,
2/27/09,,39871.00 ,,
3/30/09,,39902.00 ,,
4/24/09,,39927.00 ,,
12/4/08,,39786.00 ,,
9/28/10,,40449.00 ,,
10/24/06,,39014.00 ,,
9/22/09,,40078.00 ,,
11/27/09,,40144.00 ,,
5/27/10,,40325.00 ,,
7/5/06,,38903.00 ,,
11/27/09,,40144.00 ,,
4/27/10,,40295.00 ,,
2/27/09,,39871.00 ,,
12/24/10,,40536.00 ,,
12/4/08,,39786.00 ,,
1/25/11,,40568.00 ,,
12/24/09,,40171.00 ,,
5/24/11,,40687.00 ,,
11/27/09,,40144.00 ,,
5/13/10,,40311.00 ,,
5/30/11,,40693.00 ,,
10/29/09,,40115.00 ,,
7/24/07,,39287.00 ,,
4/7/09,,39910.00 ,,
7/5/06,,38903.00 ,,
1/28/08,,39475.00 ,,
7/5/06,,38903.00 ,,
12/8/10,,40520.00 ,,
12/3/07,,39419.00 ,,
4/27/11,,40660.00 ,,
4/19/11,,40652.00 ,,
4/23/07,,39195.00 ,,
2/9/07,,39122.00 ,,
4/26/10,,40294.00 ,,
8/17/06,,38946.00 ,,
1/4/07,,39086.00 ,,
12/19/05,,38705.00 ,,
10/19/06,,39009.00 ,,
1/5/11,,40548.00 ,,
5/28/08,,39596.00 ,,
12/1/10,,40513.00 ,,
3/13/09,,39885.00 ,,
8/17/06,,38946.00 ,,
12/1/10,,40513.00 ,,
6/24/10,,40353.00 ,,
2/12/11,,40586.00 ,,
4/7/10,,40275.00 ,,
10/27/10,,40478.00 ,,
8/10/07,,39304.00 ,,
1/25/07,,39107.00 ,,
3/2/09,,39874.00 ,,
3/12/07,,39153.00 ,,
4/16/07,,39188.00 ,,
7/27/07,,39290.00 ,,
11/5/08,,39757.00 ,,
11/1/06,,39022.00 ,,
1/18/10,,40196.00 ,,
1/18/10,,40196.00 ,,
1/18/10,,40196.00 ,,
4/13/07,,39185.00 ,,
12/22/04,,38343.00 ,,
9/19/06,,38979.00 ,,
1/6/06,,38723.00 ,,
11/25/04,,38316.00 ,,
6/13/02,,37420.00 ,,
12/23/05,,38709.00 ,,
11/25/04,,38316.00 ,,
2/25/05,,38408.00 ,,
2/25/05,,38408.00 ,,
8/22/01,,37125.00 ,,
4/27/05,,38469.00 ,,
6/6/06,,38874.00 ,,
12/26/06,,39077.00 ,,
1/20/06,,38737.00 ,,
1/20/06,,38737.00 ,,
1/20/06,,38737.00 ,,
12/14/04,,38335.00 ,,
7/7/06,,38905.00 ,,
9/28/04,,38258.00 ,,
6/28/06,,38896.00 ,,
8/26/02,,37494.00 ,,
3/20/01,,36970.00 ,,
12/16/04,,38337.00 ,,
12/13/04,,38334.00 ,,
7/7/06,,38905.00 ,,
12/15/04,,38336.00 ,,
11/6/06,,39027.00 ,,
12/13/04,,38334.00 ,,
1/20/06,,38737.00 ,,
11/30/04,,38321.00 ,,
5/20/01,,37031.00 ,,
6/6/05,,38509.00 ,,
10/8/05,,38633.00 ,,
11/6/06,,39027.00 ,,
3/20/01,,36970.00 ,,
12/7/04,,38328.00 ,,
12/7/04,,38328.00 ,,
10/8/05,,38633.00 ,,
7/7/06,,38905.00 ,,
1/20/06,,38737.00 ,,
10/24/05,,38649.00 ,,
7/24/03,,37826.00 ,,
12/26/06,,39077.00 ,,
5/13/02,,37389.00 ,,
9/28/02,,37527.00 ,,
8/23/04,,38222.00 ,,
6/6/06,,38874.00 ,,
11/10/03,,37935.00 ,,
11/19/02,,37579.00 ,,
6/21/05,,38524.00 ,,
4/18/05,,38460.00 ,,
12/15/04,,38336.00 ,,
8/9/04,,38208.00 ,,
6/6/05,,38509.00 ,,
1/20/06,,38737.00 ,,
12/16/04,,38337.00 ,,
1/25/02,,37281.00 ,,
12/16/04,,38337.00 ,,
11/21/06,,39042.00 ,,
11/21/06,,39042.00 ,,
11/21/06,,39042.00 ,,
11/21/06,,39042.00 ,,
11/21/06,,39042.00 ,,
1/25/02,,37281.00 ,,
11/21/06,,39042.00 ,,
8/24/05,,38588.00 ,,
11/21/06,,39042.00 ,,
11/8/02,,37568.00 ,,
12/26/06,,39077.00 ,,
8/24/05,,38588.00 ,,
8/2/04,,38201.00 ,,
4/27/05,,38469.00 ,,
1/25/06,,38742.00 ,,
8/31/06,,38960.00 ,,
1/25/02,,37281.00 ,,
12/7/04,,38328.00 ,,
2/22/01,,36944.00 ,,
12/15/04,,38336.00 ,,
9/21/04,,38251.00 ,,
5/16/02,,37392.00 ,,
11/21/06,,39042.00 ,,
1/25/02,,37281.00 ,,
9/13/04,,38243.00 ,,
11/26/01,,37221.00 ,,
6/30/03,,37802.00 ,,
11/21/06,,39042.00 ,,
3/7/02,,37322.00 ,,
8/26/02,,37494.00 ,,
9/21/04,,38251.00 ,,
12/1/02,,37591.00 ,,
6/10/04,,38148.00 ,,
11/8/02,,37568.00 ,,
11/8/02,,37568.00 ,,
11/14/02,,37574.00 ,,
1/14/05,,38366.00 ,,
6/16/05,,38519.00 ,,
12/17/04,,38338.00 ,,
1/9/02,,37265.00 ,,
1/9/02,,37265.00 ,,
7/15/03,,37817.00 ,,
5/8/05,,38480.00 ,,
11/8/02,,37568.00 ,,
12/1/04,,38322.00 ,,
12/22/06,,39073.00 ,,
1/9/02,,37265.00 ,,
7/1/05,,38534.00 ,,
9/19/01,,37153.00 ,,
5/31/05,,38503.00 ,,
1/4/02,,37260.00 ,,
4/11/06,,38818.00 ,,
10/26/01,,37190.00 ,,
2/13/04,,38030.00 ,,
9/21/04,,38251.00 ,,
11/30/04,,38321.00 ,,
12/6/06,,39057.00 ,,
5/16/06,,38853.00 ,,
10/26/01,,37190.00 ,,
9/13/04,,38243.00 ,,
11/11/05,,38667.00 ,,
12/27/06,,39078.00 ,,
7/7/05,,38540.00 ,,
6/18/03,,37790.00 ,,
12/18/06,,39069.00 ,,
9/4/02,,37503.00 ,,
12/6/06,,39057.00 ,,
10/26/01,,37190.00 ,,
3/27/06,,38803.00 ,,
6/19/06,,38887.00 ,,
9/13/05,,38608.00 ,,
11/8/01,,37203.00 ,,
6/18/03,,37790.00 ,,
6/10/04,,38148.00 ,,
1/25/06,,38742.00 ,,
4/19/02,,37365.00 ,,
12/27/05,,38713.00 ,,
6/18/03,,37790.00 ,,
10/28/03,,37922.00 ,,
9/13/04,,38243.00 ,,
10/22/04,,38282.00 ,,
4/14/04,,38091.00 ,,
12/12/01,,37237.00 ,,
12/16/04,,38337.00 ,,
4/14/03,,37725.00 ,,
5/17/05,,38489.00 ,,
12/1/04,,38322.00 ,,
11/11/02,,37571.00 ,,
10/26/04,,38286.00 ,,
7/29/04,,38197.00 ,,
12/23/04,,38344.00 ,,
4/2/02,,37348.00 ,,
11/11/02,,37571.00 ,,
10/11/06,,39001.00 ,,
12/29/06,,39080.00 ,,
12/6/06,,39057.00 ,,
7/8/05,,38541.00 ,,
9/4/02,,37503.00 ,,
9/4/02,,37503.00 ,,
2/13/04,,38030.00 ,,
1/10/02,,37266.00 ,,
12/29/06,,39080.00 ,,
11/8/01,,37203.00 ,,
1/9/02,,37265.00 ,,
3/8/02,,37323.00 ,,
11/8/02,,37568.00 ,,
11/11/02,,37571.00 ,,
3/31/03,,37711.00 ,,
9/21/04,,38251.00 ,,
4/14/04,,38091.00 ,,
12/1/04,,38322.00 ,,
4/16/04,,38093.00 ,,
12/17/04,,38338.00 ,,
1/9/02,,37265.00 ,,
12/29/06,,39080.00 ,,
12/27/01,,37252.00 ,,
9/4/02,,37503.00 ,,
11/11/02,,37571.00 ,,
3/31/03,,37711.00 ,,
3/31/03,,37711.00 ,,
12/17/04,,38338.00 ,,
12/17/04,,38338.00 ,,
12/7/04,,38328.00 ,,
12/27/02,,37617.00 ,,
3/20/01,,36970.00 ,,
12/30/04,,38351.00 ,,
11/7/01,,37202.00 ,,
11/8/01,,37203.00 ,,
4/2/02,,37348.00 ,,
11/11/02,,37571.00 ,,
4/14/04,,38091.00 ,,
4/6/05,,38448.00 ,,
8/16/02,,37484.00 ,,
11/11/03,,37936.00 ,,
6/24/04,,38162.00 ,,
8/13/03,,37846.00 ,,
10/26/01,,37190.00 ,,
11/8/01,,37203.00 ,,
8/26/02,,37494.00 ,,
1/25/06,,38742.00 ,,
2/19/03,,37671.00 ,,
8/24/05,,38588.00 ,,
12/24/02,,37614.00 ,,
12/27/05,,38713.00 ,,
11/15/06,,39036.00 ,,
12/1/04,,38322.00 ,,
12/1/04,,38322.00 ,,
10/26/01,,37190.00 ,,
11/8/01,,37203.00 ,,
9/13/02,,37512.00 ,,
11/11/02,,37571.00 ,,
11/11/02,,37571.00 ,,
7/18/03,,37820.00 ,,
3/31/03,,37711.00 ,,
12/17/04,,38338.00 ,,
12/17/04,,38338.00 ,,
5/20/04,,38127.00 ,,
9/28/02,,37527.00 ,,
6/9/04,,38147.00 ,,
9/26/02,,37525.00 ,,
11/8/01,,37203.00 ,,
10/26/06,,39016.00 ,,
3/31/03,,37711.00 ,,
12/1/04,,38322.00 ,,
12/1/04,,38322.00 ,,
12/29/06,,39080.00 ,,
4/20/01,,37001.00 ,,
11/11/02,,37571.00 ,,
11/8/02,,37568.00 ,,
11/11/05,,38667.00 ,,
12/30/02,,37620.00 ,,
5/29/03,,37770.00 ,,
6/24/04,,38162.00 ,,
8/26/02,,37494.00 ,,
9/13/02,,37512.00 ,,
11/11/03,,37936.00 ,,
12/29/05,,38715.00 ,,
12/29/05,,38715.00 ,,
4/26/01,,37007.00 ,,
3/18/02,,37333.00 ,,
12/30/04,,38351.00 ,,
12/1/04,,38322.00 ,,
4/21/06,,38828.00 ,,
3/31/03,,37711.00 ,,
2/17/04,,38034.00 ,,
3/28/05,,38439.00 ,,
12/23/04,,38344.00 ,,
4/6/05,,38448.00 ,,
1/24/06,,38741.00 ,,
12/27/02,,37617.00 ,,
10/13/06,,39003.00 ,,
12/16/04,,38337.00 ,,
6/9/04,,38147.00 ,,
11/11/03,,37936.00 ,,
12/16/04,,38337.00 ,,
4/26/02,,37372.00 ,,
12/11/06,,39062.00 ,,
11/19/02,,37579.00 ,,
4/14/04,,38091.00 ,,
1/24/06,,38741.00 ,,
12/30/04,,38351.00 ,,
7/8/05,,38541.00 ,,
12/16/04,,38337.00 ,,
5/29/03,,37770.00 ,,
3/8/02,,37323.00 ,,
11/11/03,,37936.00 ,,
6/22/04,,38160.00 ,,
12/1/04,,38322.00 ,,
3/28/05,,38439.00 ,,
8/13/03,,37846.00 ,,
6/6/06,,38874.00 ,,
8/14/02,,37482.00 ,,
8/2/06,,38931.00 ,,
12/29/06,,39080.00 ,,
12/17/04,,38338.00 ,,
7/12/01,,37084.00 ,,
11/14/03,,37939.00 ,,
12/18/06,,39069.00 ,,
4/12/02,,37358.00 ,,
8/31/06,,38960.00 ,,
5/31/02,,37407.00 ,,
12/4/02,,37594.00 ,,
11/11/03,,37936.00 ,,
11/11/03,,37936.00 ,,
12/1/04,,38322.00 ,,
11/24/05,,38680.00 ,,
1/25/06,,38742.00 ,,
11/15/06,,39036.00 ,,
8/24/05,,38588.00 ,,
10/11/06,,39001.00 ,,
6/6/06,,38874.00 ,,
7/4/02,,37441.00 ,,
3/25/03,,37705.00 ,,
2/17/04,,38034.00 ,,
11/14/03,,37939.00 ,,
12/18/06,,39069.00 ,,
1/10/03,,37631.00 ,,
5/22/06,,38859.00 ,,
10/27/05,,38652.00 ,,
11/29/05,,38685.00 ,,
8/26/02,,37494.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
8/1/05,,38565.00 ,,
12/18/06,,39069.00 ,,
10/16/03,,37910.00 ,,
8/31/06,,38960.00 ,,
6/24/04,,38162.00 ,,
12/16/04,,38337.00 ,,
4/27/06,,38834.00 ,,
11/4/02,,37564.00 ,,
11/22/02,,37582.00 ,,
4/6/05,,38448.00 ,,
8/4/05,,38568.00 ,,
12/17/04,,38338.00 ,,
12/31/05,,38717.00 ,,
12/30/04,,38351.00 ,,
12/14/05,,38700.00 ,,
6/19/03,,37791.00 ,,
11/11/03,,37936.00 ,,
11/11/03,,37936.00 ,,
12/1/04,,38322.00 ,,
8/18/03,,37851.00 ,,
7/8/05,,38541.00 ,,
6/24/04,,38162.00 ,,
12/30/04,,38351.00 ,,
4/28/03,,37739.00 ,,
3/10/03,,37690.00 ,,
1/15/03,,37636.00 ,,
9/22/03,,37886.00 ,,
7/14/03,,37816.00 ,,
12/22/03,,37977.00 ,,
1/16/04,,38002.00 ,,
2/24/04,,38041.00 ,,
4/16/04,,38093.00 ,,
6/25/04,,38163.00 ,,
8/24/04,,38223.00 ,,
11/19/04,,38310.00 ,,
12/16/04,,38337.00 ,,
7/25/05,,38558.00 ,,
12/23/05,,38709.00 ,,
8/24/05,,38588.00 ,,
8/29/05,,38593.00 ,,
8/4/05,,38568.00 ,,
1/9/02,,37265.00 ,,
12/10/04,,38331.00 ,,
12/19/06,,39070.00 ,,
12/19/06,,39070.00 ,,
12/11/03,,37966.00 ,,
8/31/06,,38960.00 ,,
7/31/02,,37468.00 ,,
5/29/03,,37770.00 ,,
3/6/02,,37321.00 ,,
5/8/02,,37384.00 ,,
8/27/01,,37130.00 ,,
10/29/01,,37193.00 ,,
2/23/02,,37310.00 ,,
5/9/02,,37385.00 ,,
3/27/06,,38803.00 ,,
6/6/06,,38874.00 ,,
8/11/06,,38940.00 ,,
10/11/06,,39001.00 ,,
11/8/06,,39029.00 ,,
12/1/04,,38322.00 ,,
1/25/06,,38742.00 ,,
6/6/06,,38874.00 ,,
12/16/04,,38337.00 ,,
11/14/03,,37939.00 ,,
12/1/04,,38322.00 ,,
12/14/05,,38700.00 ,,
12/29/06,,39080.00 ,,
7/8/05,,38541.00 ,,
7/12/05,,38545.00 ,,
1/6/06,,38723.00 ,,
7/18/03,,37820.00 ,,
9/17/03,,37881.00 ,,
6/18/03,,37790.00 ,,
2/13/04,,38030.00 ,,
3/6/02,,37321.00 ,,
4/14/03,,37725.00 ,,
12/27/01,,37252.00 ,,
5/29/03,,37770.00 ,,
7/8/05,,38541.00 ,,
12/29/06,,39080.00 ,,
12/6/06,,39057.00 ,,
8/31/06,,38960.00 ,,
12/17/04,,38338.00 ,,
7/8/05,,38541.00 ,,
2/19/04,,38036.00 ,,
6/13/05,,38516.00 ,,
3/17/05,,38428.00 ,,
11/24/05,,38680.00 ,,
9/28/06,,38988.00 ,,
1/9/02,,37265.00 ,,
7/8/05,,38541.00 ,,
9/14/05,,38609.00 ,,
6/20/01,,37062.00 ,,
7/16/01,,37088.00 ,,
3/20/01,,36970.00 ,,
4/20/01,,37001.00 ,,
11/24/05,,38680.00 ,,
6/6/06,,38874.00 ,,
12/17/04,,38338.00 ,,
9/20/01,,37154.00 ,,
2/19/04,,38036.00 ,,
1/19/04,,38005.00 ,,
1/21/05,,38373.00 ,,
11/9/04,,38300.00 ,,
8/29/05,,38593.00 ,,
9/20/01,,37154.00 ,,
5/8/04,,38115.00 ,,
6/24/04,,38162.00 ,,
5/18/05,,38490.00 ,,
10/11/06,,39001.00 ,,
4/14/03,,37725.00 ,,
2/17/04,,38034.00 ,,
6/24/04,,38162.00 ,,
10/31/02,,37560.00 ,,
1/21/05,,38373.00 ,,
2/19/03,,37671.00 ,,
9/9/03,,37873.00 ,,
12/3/04,,38324.00 ,,
12/26/02,,37616.00 ,,
1/19/04,,38005.00 ,,
7/8/05,,38541.00 ,,
8/4/05,,38568.00 ,,
11/17/03,,37942.00 ,,
6/13/05,,38516.00 ,,
3/1/06,,38777.00 ,,
1/25/06,,38742.00 ,,
12/29/06,,39080.00 ,,
7/8/05,,38541.00 ,,
9/20/01,,37154.00 ,,
2/25/02,,37312.00 ,,
12/6/06,,39057.00 ,,
7/8/05,,38541.00 ,,
10/14/03,,37908.00 ,,
11/30/04,,38321.00 ,,
12/17/04,,38338.00 ,,
12/1/04,,38322.00 ,,
12/23/04,,38344.00 ,,
4/26/02,,37372.00 ,,
12/30/04,,38351.00 ,,
2/19/04,,38036.00 ,,
4/22/04,,38099.00 ,,
12/19/06,,39070.00 ,,
12/29/06,,39080.00 ,,
12/30/04,,38351.00 ,,
12/27/05,,38713.00 ,,
6/13/06,,38881.00 ,,
8/31/06,,38960.00 ,,
10/9/01,,37173.00 ,,
3/30/06,,38806.00 ,,
7/8/05,,38541.00 ,,
4/28/03,,37739.00 ,,
12/6/06,,39057.00 ,,
12/6/06,,39057.00 ,,
2/19/04,,38036.00 ,,
4/22/04,,38099.00 ,,
12/14/05,,38700.00 ,,
12/22/06,,39073.00 ,,
12/19/06,,39070.00 ,,
3/18/03,,37698.00 ,,
1/21/05,,38373.00 ,,
6/6/06,,38874.00 ,,
1/25/06,,38742.00 ,,
7/8/05,,38541.00 ,,
7/8/05,,38541.00 ,,
12/30/02,,37620.00 ,,
6/6/06,,38874.00 ,,
10/12/04,,38272.00 ,,
12/30/04,,38351.00 ,,
12/30/04,,38351.00 ,,
12/30/04,,38351.00 ,,
3/1/06,,38777.00 ,,
1/25/06,,38742.00 ,,
8/24/05,,38588.00 ,,
4/14/03,,37725.00 ,,
5/8/04,,38115.00 ,,
5/8/04,,38115.00 ,,
7/28/04,,38196.00 ,,
7/28/04,,38196.00 ,,
5/24/05,,38496.00 ,,
8/14/02,,37482.00 ,,
10/24/02,,37553.00 ,,
12/10/04,,38331.00 ,,
4/6/05,,38448.00 ,,
1/9/02,,37265.00 ,,
7/17/02,,37454.00 ,,
9/2/03,,37866.00 ,,
12/24/02,,37614.00 ,,
3/18/03,,37698.00 ,,
4/7/05,,38449.00 ,,
12/29/06,,39080.00 ,,
7/28/04,,38196.00 ,,
7/28/04,,38196.00 ,,
3/30/06,,38806.00 ,,
7/8/05,,38541.00 ,,
1/19/04,,38005.00 ,,
3/17/06,,38793.00 ,,
1/25/06,,38742.00 ,,
8/31/06,,38960.00 ,,
8/2/06,,38931.00 ,,
5/24/05,,38496.00 ,,
12/30/02,,37620.00 ,,
12/25/03,,37980.00 ,,
2/19/04,,38036.00 ,,
12/30/04,,38351.00 ,,
7/8/05,,38541.00 ,,
6/13/06,,38881.00 ,,
3/30/06,,38806.00 ,,
7/8/05,,38541.00 ,,
9/13/05,,38608.00 ,,
12/27/05,,38713.00 ,,
12/6/06,,39057.00 ,,
12/4/03,,37959.00 ,,
12/30/04,,38351.00 ,,
1/19/04,,38005.00 ,,
6/6/06,,38874.00 ,,
12/27/05,,38713.00 ,,
6/24/04,,38162.00 ,,
9/6/06,,38966.00 ,,
11/19/02,,37579.00 ,,
3/27/06,,38803.00 ,,
12/27/02,,37617.00 ,,
11/29/06,,39050.00 ,,
8/2/06,,38931.00 ,,
7/23/03,,37825.00 ,,
3/20/01,,36970.00 ,,
10/16/02,,37545.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
10/12/04,,38272.00 ,,
10/12/04,,38272.00 ,,
8/20/04,,38219.00 ,,
12/30/04,,38351.00 ,,
11/24/05,,38680.00 ,,
12/23/04,,38344.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
4/6/05,,38448.00 ,,
6/13/06,,38881.00 ,,
6/13/06,,38881.00 ,,
7/8/05,,38541.00 ,,
12/2/03,,37957.00 ,,
3/18/03,,37698.00 ,,
12/4/02,,37594.00 ,,
12/24/03,,37979.00 ,,
12/29/05,,38715.00 ,,
12/29/06,,39080.00 ,,
3/1/06,,38777.00 ,,
11/19/02,,37579.00 ,,
4/28/03,,37739.00 ,,
8/24/05,,38588.00 ,,
1/25/02,,37281.00 ,,
4/26/02,,37372.00 ,,
3/25/03,,37705.00 ,,
2/19/04,,38036.00 ,,
2/19/04,,38036.00 ,,
6/22/04,,38160.00 ,,
11/9/04,,38300.00 ,,
12/10/04,,38331.00 ,,
1/25/06,,38742.00 ,,
12/19/06,,39070.00 ,,
12/26/06,,39077.00 ,,
5/16/02,,37392.00 ,,
3/1/06,,38777.00 ,,
8/4/05,,38568.00 ,,
9/13/05,,38608.00 ,,
8/23/05,,38587.00 ,,
10/12/04,,38272.00 ,,
1/19/04,,38005.00 ,,
12/30/04,,38351.00 ,,
5/12/05,,38484.00 ,,
5/12/05,,38484.00 ,,
6/23/05,,38526.00 ,,
12/27/05,,38713.00 ,,
4/26/05,,38468.00 ,,
12/30/05,,38716.00 ,,
8/27/01,,37130.00 ,,
11/4/02,,37564.00 ,,
5/20/01,,37031.00 ,,
3/30/06,,38806.00 ,,
6/9/04,,38147.00 ,,
3/27/06,,38803.00 ,,
9/3/01,,37137.00 ,,
7/8/05,,38541.00 ,,
4/3/06,,38810.00 ,,
5/16/02,,37392.00 ,,
9/3/01,,37137.00 ,,
5/14/02,,37390.00 ,,
4/15/02,,37361.00 ,,
9/1/04,,38231.00 ,,
12/14/05,,38700.00 ,,
12/30/04,,38351.00 ,,
1/17/05,,38369.00 ,,
12/10/04,,38331.00 ,,
6/9/04,,38147.00 ,,
4/26/05,,38468.00 ,,
10/8/04,,38268.00 ,,
12/14/05,,38700.00 ,,
8/4/05,,38568.00 ,,
12/14/05,,38700.00 ,,
3/12/03,,37692.00 ,,
3/20/01,,36970.00 ,,
9/18/01,,37152.00 ,,
4/10/02,,37356.00 ,,
2/22/05,,38405.00 ,,
5/31/05,,38503.00 ,,
11/14/06,,39035.00 ,,
