time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
365d,30,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
364d,14,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,300000,300000,1,1,Installment payment
364d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
30d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
365d,6,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
365d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
244d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,0,2,One time payment
364d,6,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
483d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
1096d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
370d,3,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
364d,3,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
1095d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
96d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
413d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
365d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,300000,300000,1,1,Installment payment
525d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
2814d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
364d,1,0,1,1,2007,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,300000,300000,1,3,commission payment
312d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,300000,300000,1,1,Installment payment
339d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,300000,300000,1,1,Installment payment
131d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,300000,300000,1,1,Installment payment
333d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,300000,300000,1,1,Installment payment
784d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
516d,1,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,300000,300000,1,1,Installment payment
3653d,1,0,1,1,2006,0,0,0,1,4,1,0,0,2,1,1,0,0,2,0,0,1,3,304688,304688,1,1,Installment payment
75d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,306000,306000,1,1,Installment payment
244d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,307550,307550,1,1,Installment payment
365d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,312000,312000,1,1,Installment payment
365d,13,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,315000,315000,1,1,Installment payment
516d,1,0,1,1,2010,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,319059,319059,1,3,commission payment
364d,30,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,320000,320000,1,1,Installment payment
364d,14,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,320000,320000,1,1,Installment payment
459d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,320000,320000,1,1,Installment payment
452d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,320000,320000,1,1,Installment payment
416d,6,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,320000,320000,1,1,Installment payment
190d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,320000,320000,1,1,Installment payment
428d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,320000,320000,1,1,Installment payment
152d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,320000,320000,1,1,Installment payment
434d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,320000,320000,1,1,Installment payment
91d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,320000,320000,0,2,One time payment
470d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,322000,322000,1,1,Installment payment
221d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,322500,322500,1,1,Installment payment
152d,3,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,325000,325000,1,1,Installment payment
731d,4,0,1,1,2009,1,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,326250,326250,1,1,Installment payment
364d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,330000,330000,1,1,Installment payment
399d,8,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,330000,330000,1,1,Installment payment
364d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,330000,330000,1,1,Installment payment
365d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,330000,330000,1,1,Installment payment
461d,3,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,330000,330000,1,1,Installment payment
365d,2,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,600000,330000,1,1,Installment payment
210d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,330000,330000,1,1,Installment payment
187d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,332000,332000,0,2,One time payment
365d,41,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,336000,336000,1,1,Installment payment
609d,13,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,340000,340000,1,1,Installment payment
184d,1,0,1,1,2010,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,340000,340000,1,1,Installment payment
492d,7,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,350000,350000,1,1,Installment payment
425d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,350000,350000,1,1,Installment payment
649d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,350000,350000,1,1,Installment payment
482d,3,0,1,1,2010,0,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,355000,355000,1,1,Installment payment
364d,13,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,360000,360000,1,1,Installment payment
365d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,360000,360000,1,1,Installment payment
364d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,360000,360000,1,1,Installment payment
365d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,360000,360000,1,1,Installment payment
459d,8,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,360000,360000,1,1,Installment payment
457d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,360000,360000,1,1,Installment payment
364d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,360000,360000,1,1,Installment payment
542d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,360000,360000,1,1,Installment payment
214d,5,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,360000,360000,1,1,Installment payment
140d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,360000,360000,1,1,Installment payment
365d,4,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,360000,360000,0,2,One time payment
91d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,360000,360000,0,2,One time payment
364d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,360000,360000,1,1,Installment payment
364d,8,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,361000,361000,1,1,Installment payment
518d,8,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,368000,368000,1,1,Installment payment
109d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,368000,368000,1,1,Installment payment
830d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,370000,370000,1,1,Installment payment
749d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,372400,372400,1,1,Installment payment
365d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,373020,373020,1,1,Installment payment
365d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,373020,373020,1,1,Installment payment
150d,2,0,1,1,2007,0,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,373040,373040,1,1,Installment payment
394d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,374400,374400,1,1,Installment payment
480d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,375000,375000,1,1,Installment payment
532d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,375000,375000,1,1,Installment payment
121d,41,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,380000,380000,0,2,One time payment
531d,14,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,380000,380000,1,1,Installment payment
364d,13,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,380000,380000,1,1,Installment payment
364d,8,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,380000,380000,1,1,Installment payment
223d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,380000,380000,1,1,Installment payment
1095d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,380000,380000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,382176.92,382176.92,1,1,Installment payment
699d,15,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,384800,384800,1,1,Installment payment
635d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,387000,387000,1,1,Installment payment
442d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,390000,390000,1,1,Installment payment
401d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,390000,390000,1,1,Installment payment
181d,3,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,390000,390000,1,1,Installment payment
469d,7,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,391000,391000,1,1,Installment payment
730d,4,0,1,1,2009,1,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,394000,394000,1,1,Installment payment
364d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,396000,396000,1,1,Installment payment
334d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,396000,396000,1,1,Installment payment
364d,3,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,396000,396000,1,1,Installment payment
454d,15,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,397260,397260,1,1,Installment payment
749d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,397600,397600,1,1,Installment payment
486d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,398000,398000,1,1,Installment payment
364d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,399000,399000,1,1,Installment payment
364d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,400000,400000,1,1,Installment payment
456d,10,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
503d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
483d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
455d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
156d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,400000,400000,1,1,Installment payment
92d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,400000,400000,1,1,Installment payment
1095d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
731d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
365d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
348d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,400000,400000,1,1,Installment payment
729d,1,0,1,1,2007,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,400000,400000,1,1,Installment payment
802d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,400000,400000,1,1,Installment payment
479d,9,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,405000,405000,1,1,Installment payment
480d,7,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,405000,405000,1,1,Installment payment
81d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,406440,406440,1,1,Installment payment
139d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,406810,406810,0,2,One time payment
364d,6,1,0,1,2011,0,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,408000,408000,1,1,Installment payment
606d,1,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,408000,408000,1,1,Installment payment
366d,26,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,409416,409416,1,1,Installment payment
364d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,409925,409925,1,1,Installment payment
526d,41,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,410000,410000,1,1,Installment payment
455d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,410000,410000,1,1,Installment payment
456d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,410062.19,410062.19,1,1,Installment payment
437d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,415000,415000,1,1,Installment payment
436d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,418000,418000,1,1,Installment payment
553d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,419040,419040,1,1,Installment payment
295d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,419400,419400,1,1,Installment payment
629d,41,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,420000,420000,1,1,Installment payment
364d,3,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,420000,420000,1,1,Installment payment
427d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,420000,420000,1,1,Installment payment
497d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,420000,420000,1,1,Installment payment
303d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,428618.07,428618.07,1,1,Installment payment
365d,14,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,430000,430000,0,2,One time payment
172d,13,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,430000,430000,1,1,Installment payment
516d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,430000,430000,1,1,Installment payment
364d,8,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,430000,430000,1,1,Installment payment
529d,7,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,430000,430000,1,1,Installment payment
365d,41,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,432000,432000,1,1,Installment payment
242d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,432000,432000,1,1,Installment payment
91d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,432000,432000,1,1,Installment payment
365d,1,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,434200,434200,1,1,Installment payment
833d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,435000,435000,1,1,Installment payment
806d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,440000,440000,1,1,Installment payment
749d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,445200,445200,1,1,Installment payment
364d,4,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,447000,447000,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,0,2,One time payment
456d,10,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,1,1,Installment payment
152d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,450000,450000,1,1,Installment payment
569d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,450000,450000,1,1,Installment payment
486d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,1,1,Installment payment
731d,5,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,450000,450000,1,1,Installment payment
466d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,1,1,Installment payment
365d,4,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,450000,450000,1,1,Installment payment
1095d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,450000,450000,1,1,Installment payment
621d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,1,1,Installment payment
529d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,450000,450000,1,1,Installment payment
245d,1,1,0,1,2006,0,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,450000,450000,0,2,One time payment
273d,1,0,1,1,2010,0,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,450000,450000,1,1,Installment payment
168d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,450000,450000,1,1,Installment payment
458d,41,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,455000,455000,1,1,Installment payment
464d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,456000,456000,1,1,Installment payment
1096d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,456000,456000,1,1,Installment payment
185d,14,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,460000,460000,1,1,Installment payment
365d,4,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,460000,460000,1,1,Installment payment
430d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,460000,460000,0,2,One time payment
428d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,460000,460000,1,1,Installment payment
345d,2,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,461200,461200,1,1,Installment payment
365d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,467388,467388,1,1,Installment payment
365d,41,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,470000,470000,1,1,Installment payment
753d,34,0,1,1,2007,1,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,470000,470000,1,1,Installment payment
358d,8,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,470000,470000,1,1,Installment payment
468d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,475000,475000,1,1,Installment payment
475d,26,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,477500,477500,1,1,Installment payment
729d,30,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,480000,480000,1,1,Installment payment
365d,30,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,480000,480000,1,1,Installment payment
364d,13,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,480000,480000,1,1,Installment payment
784d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,480000,480000,1,1,Installment payment
546d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,480000,480000,1,1,Installment payment
822d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,480000,480000,1,1,Installment payment
364d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,480000,480000,1,1,Installment payment
365d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,480000,480000,1,1,Installment payment
91d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,482355,482355,1,1,Installment payment
121d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,484000,484000,1,1,Installment payment
516d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,486000,486000,1,1,Installment payment
731d,30,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,488000,488000,1,1,Installment payment
1613d,30,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,490000,490000,1,1,Installment payment
516d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,490000,490000,1,1,Installment payment
363d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,490000,490000,1,1,Installment payment
184d,1,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,490000,490000,0,2,One time payment
366d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,490356,490356,1,1,Installment payment
516d,2,0,1,1,2007,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,492272,492272,1,1,Installment payment
364d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,494908.61,494908.61,0,2,One time payment
142d,10,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,498000,498000,1,1,Installment payment
505d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
444d,14,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
486d,9,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
516d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
588d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
465d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,500000,500000,1,1,Installment payment
365d,1,0,1,0,2005,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,500000,500000,1,3,commission payment
270d,1,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,500000,500000,0,2,One time payment
