time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
364d,54,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,850000,850000,1,1,Installment payment
549d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,850000,850000,1,1,Installment payment
160d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,850000,850000,1,1,Installment payment
730d,1,0,1,1,2010,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,850000,850000,1,1,Installment payment
557d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,851500,851500,1,1,Installment payment
365d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,860000,860000,1,1,Installment payment
456d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,860000,860000,1,1,Installment payment
385d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,870000,870000,1,1,Installment payment
365d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,870000,870000,1,1,Installment payment
284d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,875000,875000,1,1,Installment payment
364d,54,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,880000,880000,1,1,Installment payment
333d,54,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,880000,880000,1,1,Installment payment
149d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,880000,880000,1,1,Installment payment
776d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,880000,880000,1,1,Installment payment
364d,1,0,1,1,2009,1,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,880000,880000,1,1,Installment payment
730d,74,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,880500,880500,1,1,Installment payment
273d,34,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,882000,882000,1,1,Installment payment
516d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,886700,886700,1,1,Installment payment
1124d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,888000,888000,1,1,Installment payment
485d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,890000,890000,1,1,Installment payment
1613d,30,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,890000,890000,1,1,Installment payment
735d,1,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,891000,891000,1,1,Installment payment
1083d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
524d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,900000,900000,1,1,Installment payment
544d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,900000,900000,1,1,Installment payment
365d,14,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
58d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,900000,900000,1,1,Installment payment
730d,7,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
1095d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
1095d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,900000,900000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,900000,900000,1,1,Installment payment
456d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,900000,900000,1,1,Installment payment
365d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,900000,900000,1,1,Installment payment
522d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,910000,910000,1,1,Installment payment
237d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,910000,910000,1,1,Installment payment
547d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,925000,925000,1,1,Installment payment
607d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,930000,930000,1,1,Installment payment
461d,15,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,930000,930000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,931129.32,931129.32,1,1,Installment payment
670d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,935000,935000,1,1,Installment payment
731d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,935862,935862,1,1,Installment payment
89d,26,0,1,1,2006,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,938500,938500,1,1,Installment payment
189d,4,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,950000,950000,0,2,One time payment
506d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,950000,950000,1,1,Installment payment
1095d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,950000,950000,1,1,Installment payment
703d,1,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,950000,950000,1,1,Installment payment
546d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,960000,960000,1,1,Installment payment
729d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,960000,960000,1,1,Installment payment
548d,30,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,970000,970000,1,1,Installment payment
619d,34,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,972000,972000,1,1,Installment payment
576d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,980000,980000,1,1,Installment payment
176d,15,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,980000,980000,1,1,Installment payment
731d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,980000,980000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,980000,980000,1,1,Installment payment
364d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,984000,984000,1,1,Installment payment
484d,30,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,988000,988000,1,1,Installment payment
365d,26,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,990000,990000,1,1,Installment payment
108d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,990000,990000,1,1,Installment payment
1095d,42,1,0,1,2008,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,992983.32,992983.32,1,1,Installment payment
1095d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,996000,996000,1,1,Installment payment
469d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,998000,998000,1,1,Installment payment
425d,10,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1000000,1000000,1,1,Installment payment
116d,8,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1000000,1000000,1,1,Installment payment
426d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1000000,1000000,1,1,Installment payment
573d,2,0,1,1,2009,0,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,1000000,1000000,1,1,Installment payment
730d,1,0,1,0,2005,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,1000000,1000000,1,3,commission payment
606d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1000000,1000000,1,1,Installment payment
517d,1,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1000000,1000000,1,1,Installment payment
730d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1030000,1030000,1,1,Installment payment
493d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1030000,1030000,1,1,Installment payment
729d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1034240,1034240,1,1,Installment payment
579d,8,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1050000,1050000,1,1,Installment payment
275d,8,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1050000,1050000,1,1,Installment payment
364d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1050000,1050000,1,1,Installment payment
427d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1050000,1050000,1,1,Installment payment
490d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1050000,1050000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1058276.51,1058276.51,1,1,Installment payment
730d,5,1,,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1060000,1060000,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1062000,1062000,1,1,Installment payment
93d,13,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1063000,1063000,1,1,Installment payment
578d,15,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1066350,1066350,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1080000,1080000,1,1,Installment payment
364d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1080000,1080000,1,1,Installment payment
520d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1080000,1080000,1,1,Installment payment
364d,42,1,0,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1080164.28,1080164.28,0,2,One time payment
729d,3,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1090000,1090000,1,1,Installment payment
364d,34,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1092000,1092000,1,1,Installment payment
495d,41,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1094000,1094000,1,1,Installment payment
550d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1097784.2,1097784.2,1,1,Installment payment
364d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,1110000,1110000,1,1,Installment payment
364d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,1110000,1110000,1,1,Installment payment
838d,15,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1112000,1112000,1,1,Installment payment
730d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1118000,1118000,1,1,Installment payment
365d,13,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1120000,1120000,1,1,Installment payment
364d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1130460,1130460,0,2,One time payment
161d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1140000,1140000,1,1,Installment payment
365d,14,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1140000,1140000,1,1,Installment payment
466d,6,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1150000,1150000,1,1,Installment payment
151d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1150000,1150000,1,1,Installment payment
365d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1150000,1150000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,2000000,1150000,1,1,Installment payment
449d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1155000,1155000,1,1,Installment payment
540d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1155000,1155000,1,1,Installment payment
516d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1160000,1160000,1,1,Installment payment
455d,15,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1160000,1160000,1,1,Installment payment
165d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1160000,1160000,1,1,Installment payment
365d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1680000,1176000,1,1,Installment payment
2386d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1180000,1180000,1,1,Installment payment
102d,6,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1180000,1180000,1,1,Installment payment
365d,3,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1180000,1180000,1,1,Installment payment
631d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1180000,1180000,1,1,Installment payment
135d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1185000,1185000,1,1,Installment payment
378d,10,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1188000,1188000,1,1,Installment payment
365d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1190000,1190000,1,1,Installment payment
364d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1190000,1190000,1,1,Installment payment
381d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1192181,1192181,1,1,Installment payment
182d,30,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1200000,1200000,1,1,Installment payment
223d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1200000,1200000,1,1,Installment payment
446d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1200000,1200000,1,1,Installment payment
1095d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1200000,1200000,1,1,Installment payment
151d,5,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1200000,1200000,1,1,Installment payment
1167d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1200000,1200000,1,1,Installment payment
1095d,2,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1200000,1200000,1,1,Installment payment
1095d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1200000,1200000,0,2,One time payment
596d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1205400,1205400,1,1,Installment payment
364d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1224000,1224000,1,1,Installment payment
730d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1240000,1240000,1,1,Installment payment
1309d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1245000,1245000,1,1,Installment payment
729d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1250000,1250000,1,1,Installment payment
546d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1250000,1250000,1,1,Installment payment
364d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1250000,1250000,1,1,Installment payment
1096d,1,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,1,0,3,0,1,0,1,9500000,1250000,1,1,Installment payment
365d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1250000,1250000,1,1,Installment payment
605d,26,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1260000,1260000,1,1,Installment payment
180d,10,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1260083.52,1260083.52,1,1,Installment payment
549d,7,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1280000,1280000,1,1,Installment payment
547d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1282800,1282800,1,1,Installment payment
1095d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1285000,1285000,1,1,Installment payment
365d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1290000,1290000,1,1,Installment payment
602d,1,0,1,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1291000,1291000,1,1,Installment payment
597d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1300000,1300000,1,1,Installment payment
526d,14,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1300000,1300000,1,1,Installment payment
387d,6,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1300000,1300000,1,1,Installment payment
365d,2,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1300000,1300000,1,1,Installment payment
496d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1300000,1300000,1,1,Installment payment
879d,2,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1300000,1300000,1,1,Installment payment
486d,1,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1300000,1300000,1,1,Installment payment
421d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1303905,1303905,1,1,Installment payment
456d,74,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1329000,1329000,1,1,Installment payment
463d,74,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1331500,1331500,1,1,Installment payment
771d,15,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1341409.5,1341409.5,1,1,Installment payment
364d,34,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1350000,1350000,1,1,Installment payment
553d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1350000,1350000,1,1,Installment payment
221d,3,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1350000,1350000,1,1,Installment payment
1096d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1350000,1350000,1,1,Installment payment
365d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1350000,1350000,1,1,Installment payment
132d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1358000,1358000,1,1,Installment payment
1094d,8,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1360000,1360000,1,1,Installment payment
538d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1360000,1360000,1,1,Installment payment
263d,26,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1361250,1361250,1,1,Installment payment
212d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1380000,1380000,1,1,Installment payment
1146d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1380000,1380000,1,1,Installment payment
546d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1380000,1380000,1,1,Installment payment
632d,9,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1388000,1388000,1,1,Installment payment
548d,26,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1400000,1400000,1,1,Installment payment
599d,9,0,1,1,2011,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1400000,1400000,1,1,Installment payment
212d,6,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1400000,1400000,1,1,Installment payment
425d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1400000,1400000,1,1,Installment payment
244d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1404000,1404000,1,1,Installment payment
1217d,2,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1415759.5,1415759.5,1,1,Installment payment
365d,5,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1416000,1416000,1,1,Installment payment
395d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1430000,1430000,1,1,Installment payment
365d,34,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1601000,1440900,1,1,Installment payment
364d,3,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1460000,1460000,1,1,Installment payment
142d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1460000,1460000,1,1,Installment payment
406d,10,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1461918,1461918,1,1,Installment payment
153d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1480000,1480000,1,1,Installment payment
801d,4,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1480000,1480000,1,1,Installment payment
199d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1480000,1480000,1,1,Installment payment
183d,1,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1480000,1480000,1,1,Installment payment
729d,34,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1480920,1480920,1,1,Installment payment
639d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1488000,1488000,1,1,Installment payment
421d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1490000,1490000,1,1,Installment payment
497d,41,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1500000,1500000,1,1,Installment payment
549d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1500000,1500000,1,1,Installment payment
521d,7,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1500000,1500000,1,1,Installment payment
455d,4,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1500000,1500000,1,1,Installment payment
413d,2,0,1,1,2009,0,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,1500000,1500000,1,1,Installment payment
730d,1,0,1,0,2005,0,0,0,1,4,1,0,0,2,1,0,1,0,3,0,0,1,3,1500000,1500000,1,3,commission payment
365d,1,0,1,1,2007,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,1500000,1500000,0,2,One time payment
638d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1500000,1500000,1,1,Installment payment
365d,74,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1512000,1512000,0,2,One time payment
44d,5,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1530000,1530000,1,1,Installment payment
364d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,1550000,1550000,1,1,Installment payment
484d,7,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1560000,1560000,1,1,Installment payment
637d,10,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1580000,1580000,1,1,Installment payment
730d,1,0,1,1,2008,0,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1580000,1580000,1,1,Installment payment
172d,1,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1580000,1580000,1,1,Installment payment
366d,1,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1590000,1590000,1,1,Installment payment
181d,8,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1600000,1600000,1,1,Installment payment
441d,5,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1600000,1600000,1,1,Installment payment
365d,4,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,1600000,1600000,1,1,Installment payment
